article_id,expr_type,value,char_offset
783.txt,deictic,Thursday,254
783.txt,deictic,Thursday,1112
784.txt,deictic,today,1105
784.txt,deictic,week,1831
784.txt,deictic,next month,1940
784.txt,deictic,week,2007
784.txt,deictic,year,2345
784.txt,deictic,year,3088
784.txt,deictic,next year,3199
784.txt,deictic,fall,3090
785.txt,deictic,Next year,35
785.txt,deictic,next week,631
785.txt,deictic,Today,702
785.txt,deictic,year,1144
785.txt,deictic,year,1502
785.txt,deictic,next year,1638
785.txt,deictic,year,1675
785.txt,deictic,week,2238
785.txt,deictic,year,2479
785.txt,deictic,year,2630
785.txt,deictic,Wednesday,1932
786.txt,deictic,today,1994
786.txt,deictic,week,3401
786.txt,deictic,spring,178
786.txt,deictic,spring,1329
786.txt,deictic,Friday,2958
786.txt,deictic,Friday,3632
786.txt,deictic,Saturday,983
786.txt,deictic,Sunday,1463
787.txt,deictic,year,343
787.txt,deictic,year,1013
787.txt,deictic,Monday,1061
787.txt,deictic,Tuesday,220
787.txt,deictic,Sunday,432
788.txt,deictic,year,410
788.txt,deictic,year,1414
789.txt,deictic,year,468
789.txt,deictic,year,1640
789.txt,deictic,year,2710
789.txt,deictic,last week,2765
790.txt,deictic,year,1838
790.txt,deictic,Wednesday,600
790.txt,deictic,Thursday,1162
790.txt,deictic,Friday,1376
791.txt,simple,11 September 2001,699
792.txt,deictic,week,515
792.txt,deictic,Wednesday,174
792.txt,deictic,Sunday,604
793.txt,deictic,week,1353
793.txt,deictic,last month,2064
793.txt,deictic,year,2245
793.txt,deictic,year,2557
793.txt,deictic,last March,2186
794.txt,deictic,year,152
794.txt,deictic,year,2162
795.txt,deictic,year,539
795.txt,deictic,today,2204
795.txt,deictic,year,2266
795.txt,deictic,Monday,141
795.txt,deictic,Sunday,1100
796.txt,deictic,week,24
796.txt,deictic,week,111
796.txt,deictic,year,312
796.txt,deictic,last month,3099
796.txt,deictic,year,3232
796.txt,deictic,last year,3411
796.txt,deictic,Tuesday,171
797.txt,deictic,year,2030
797.txt,deictic,year,2495
797.txt,deictic,year,2618
797.txt,deictic,Tuesday,2705
798.txt,deictic,year,549
799.txt,deictic,tomorrow,426
799.txt,deictic,week,964
799.txt,deictic,last October,1038
801.txt,deictic,year,1528
801.txt,deictic,Wednesday,1570
802.txt,deictic,year,1449
802.txt,deictic,year,1488
802.txt,deictic,year,3024
802.txt,deictic,Monday,344
802.txt,deictic,Monday,2030
802.txt,deictic,Tuesday,2436
803.txt,deictic,Thursday,273
804.txt,deictic,week,104
804.txt,deictic,week,941
804.txt,deictic,Monday,1350
804.txt,deictic,Tuesday,795
804.txt,deictic,Tuesday,1743
805.txt,deictic,week,166
805.txt,deictic,year,945
805.txt,deictic,Wednesday,1044
805.txt,deictic,Wednesday,2474
805.txt,deictic,Thursday,254
805.txt,deictic,next Thursday,2534
806.txt,deictic,fall,1546
807.txt,deictic,Wednesday,478
808.txt,deictic,Sunday,2027
810.txt,deictic,last week,223
810.txt,deictic,year,1448
812.txt,deictic,Thursday,482
813.txt,deictic,Last month,2707
814.txt,deictic,Next month,512
